Title,DOI,Open Access,source_file
Scalable Synthesis of Norbornadienes via <i>in situ</i> Cracking of Dicyclopentadiene Using Continuous Flow Chemistry,10.1002/ejoc.202100795,Yes,paper_results_continuous_flow_chemistry_synthesis_20260325_144114.xlsx
Continuous flow synthesis of monodisperse gold nanoparticles by liquid‐phase reduction method on glass microfluidic device,10.1049/mnl.2017.0126,No,paper_results_continuous_flow_chemistry_synthesis_20260325_144114.xlsx
Continuous flow multi-step organic synthesis,10.1039/c0sc00381f,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Future Production Concepts in the Chemical Industry: Modular – Small‐Scale – Continuous,10.1002/ceat.201200631,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Plasmonic Nanoshell Synthesis in Microfluidic Composite Foams,10.1021/nl102478q,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Real-Time Spectroscopic Analysis Enabling Quantitative and Safe Consumption of Fluoroform during Nucleophilic Trifluoromethylation in Flow,10.1021/acssuschemeng.7b04012,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
"From alcohol to 1,2,3-triazole via a multi-step continuous-flow synthesis of a rufinamide precursor",10.1039/c6gc01133k,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Exploring Flow Procedures for Diazonium Formation,10.3390/molecules21070918,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
A Novel and Efficient Continuous-Flow Route To Prepare Trifluoromethylated <i>N</i>-Fused Heterocycles for Drug Discovery and Pharmaceutical Manufacturing,10.1021/acs.iecr.9b01906,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Smart Dope: A Self‐Driving Fluidic Lab for Accelerated Development of Doped Perovskite Quantum Dots,10.1002/aenm.202302303,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Microfluidic Synthesis of Semiconductor Materials: Toward Accelerated Materials Development in Flow,10.1002/ppsc.202000256,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
"Process Modeling, Simulation, and Technoeconomic Evaluation of Separation Solvents for the Continuous Pharmaceutical Manufacturing (CPM) of Diphenhydramine",10.1021/acs.oprd.6b00386,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Advances in cofactor immobilization for enhanced continuous-flow biocatalysis,10.1007/s41981-024-00315-2,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Preparation of Mono- and Diisocyanates in Flow from Renewable Carboxylic Acids,10.1021/acs.oprd.0c00167,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
(Bio)Catalytic Continuous Flow Processes in scCO2 and/or ILs: Towards Sustainable (Bio)Catalytic Synthetic Platforms,10.2174/1570179411108060810,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
3D Printed Reactors for Synthesis of Active Pharmaceutical Ingredients in Continuous Flow,10.1021/acs.oprd.0c00228,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Fabrication and Characterization of a Low-Cost Microfluidic System for the Manufacture of Alginate–Lacasse Microcapsules,10.3390/polym12051158,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Commercial-Scale Visible Light Trifluoromethylation of 2-Chlorothiophenol Using CF <sub>3</sub> I Gas,10.1021/acs.oprd.1c00436,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Micro-electro-flow reactor (μ-EFR) system for ultra-fast arene synthesis and manufacture of daclatasvir,10.1039/c9cc06127d,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Continuous Processing of Concentrated Organolithiums in Flow Using Static and Dynamic Spinning Disc Reactor Technologies,10.1021/acs.oprd.2c00007,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
De novo construction of amine-functionalized metal-organic cages as heterogenous catalysts for microflow catalysis,10.1038/s41467-024-51431-5,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Strategies for Using Microreactors and Flow Chemistry: Drivers and Tools,10.1002/ceat.201200578,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
A Continuous Process for Manufacturing Apremilast. Part I: Process Development and Intensification by Utilizing Flow Chemistry Principles,10.1021/acs.oprd.3c00400,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Cognitively Driven Autonomous Flow Chemistry for Producing On‐Demand Perovskite Quantum Dots Via Advanced Closed‐Loop Feedback Control,10.1002/smtd.202400094,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Recent advances in the synthesis of supported metathesis catalysts,10.1039/b315236g,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
On‐Demand Production of Flow‐Reactor Cartridges by 3D Printing of Thermostable Enzymes,10.1002/anie.201711072,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Sustainability and Techno-Economic Assessment of Batch and Flow Chemistry in Seven Industrial Pharmaceutical Processes,10.1021/acssuschemeng.4c09289,Yes,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
Novel Technique for Filtration Avoidance in Continuous Crystallization,10.1021/acs.cgd.5b01231,No,paper_results_continuous_manufacturing_flow_chemistry_review_20260325_151039.xlsx
"Characterization of aerosol photooxidation flow reactors: heterogeneous oxidation, secondary organic aerosol formation and cloud condensation nuclei activity measurements",10.5194/amt-4-445-2011,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Combining Enabling Techniques in Organic Synthesis: Continuous Flow Processes with Heterogenized Catalysts,10.1002/chem.200600236,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Experimental measurements and kinetic modeling of CO/H<sub>2</sub>/O<sub>2</sub>/NO<sub>x</sub> conversion at high pressure,10.1002/kin.20327,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Design and Packaging of Microreactors for High Pressure and High Temperature Applications,10.1021/ie101346u,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Mixing and Dispersion in Small-Scale Flow Systems,10.1021/op200349f,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
The Influence of Residence Time Distribution on Continuous-Flow Polymerization,10.1021/acs.macromol.9b00454,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Catalytic Transformation of Biomass Derivatives to Value‐Added Chemicals and Fuels in Continuous Flow Microreactors,10.1002/cctc.201900807,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
High-Throughput Process for the Discovery of Antimicrobial Polymers and Their Upscaled Production via Flow Polymerization,10.1021/acs.macromol.9b02207,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Flash Chemistry Extensively Optimized: High‐Temperature Swern–Moffatt Oxidation in an Automated Microreactor Platform,10.1002/asia.200900705,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Continuous In Situ Synthesis of ZnSe/ZnS Core/Shell Quantum Dots in a Microfluidic Reaction System and its Application for Light‐Emitting Diodes,10.1002/smll.201200773,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Systematic design of chemical oscillators. Part 7. An iodine-free chlorite-based oscillator. The chlorite-thiosulfate reaction in a continuous flow stirred tank reactor,10.1021/j100393a001,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
A joint model-based experimental design approach for the identification of kinetic models in continuous flow laboratory reactors,10.1016/j.compchemeng.2016.05.009,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Simple and scalable fabrication of hairy ZnO@ZnS core@shell Cu cables for continuous sunlight-driven photocatalytic water remediation,10.1016/j.cej.2020.126164,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Fixed Bed Continuous Hydrogenations in Trickle Flow Mode: A Pharmaceutical Industry Perspective,10.1021/acs.oprd.2c00034,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
A Microchemical System with Continuous Recovery and Recirculation of Catalyst‐Immobilized Magnetic Particles,10.1002/anie.201002490,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
"Plasma-Activated Mist: Continuous-Flow, Scalable Nitrogen Fixation, and Aeroponics",10.1021/acssuschemeng.2c07324,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Design of a novel continuous flow reactor for low pH viral inactivation,10.1002/bit.26497,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Operation and Optimization of Microwave-Heated Continuous-Flow Microfluidics,10.1021/acs.iecr.0c01650,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Multijet Oscillating Disc Millireactor: A Novel Approach for Continuous Flow Organic Synthesis,10.1021/op2000699,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Microfluidic multi-input reactor for biocatalytic synthesis using transketolase,10.1016/j.molcatb.2013.05.016,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
An open source toolkit for 3D printed fluidics,10.1007/s41981-020-00117-2,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Demystifying the Flow: Biocatalytic Reaction Intensification in Microstructured Enzyme Reactors,10.1002/biot.201800244,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Solar Disinfection Kinetic Design Parameters for Continuous Flow Reactors,10.1115/1.2391316,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Flow‐based reactor design for the continuous production of polymeric nanoparticles,10.1002/aic.16840,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Dynamic Methods in Catalytic Reaction Engineering: Applications to the Investigation of the NH<sub>3</sub> Selective Catalytic Reduction Reactions for Diesel Emission Control,10.1021/ie100507z,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Autonomous continuous flow reactor synthesis for scalable atom-precision,10.1016/j.cartre.2022.100234,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Throughput Optimization of Molybdenum Carbide Nanoparticle Catalysts in a Continuous Flow Reactor Using Design of Experiments,10.1021/acsanm.1c02916,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Protocell Flow Reactors for Enzyme and Whole‐Cell Mediated Biocatalysis,10.1002/adma.202404607,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Design of a continuous-flow reactor for <i>in situ</i> x-ray absorption spectroscopy of solids in supercritical fluids,10.1063/1.4719921,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
An Eight-Step Continuous-Flow Total Synthesis of Vitamin B1,10.1016/j.eng.2023.01.016,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Memory of chirality in a room temperature flow electrochemical reactor,10.1038/s41598-020-73957-6,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Development of a process for the direct synthesis of hydrogen peroxide in a novel microstructured reactor,,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Optimization of Lipid-Based Nanoparticles Formulation Loaded with Biological Product Using A Novel Design Vortex Tube Reactor via Flow Chemistry,10.2147/ijn.s474775,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Continuous flow microreactor for protein PEGylation,10.1063/1.5030984,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
First generation of translucent monoliths for photochemical applications,10.1002/amp2.10047,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Novel Process Windows – Gate to Maximizing Process Intensification via Flow Chemistry,10.1002/ceat.200900474,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
"Modeling the Radical Chemistry in an Oxidation Flow Reactor: Radical Formation and Recycling, Sensitivities, and the OH Exposure Estimation Equation",10.1021/jp509534k,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Non-OH chemistry in oxidation flow reactors for the study of atmospheric chemistry systematically examined by modeling,10.5194/acp-16-4283-2016,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
HO <sub>x</sub> radical chemistry in oxidation flow reactors with low-pressure mercury lamps systematically examined by modeling,10.5194/amt-8-4863-2015,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
The Right Light: De Novo Design of a Robust Modular Photochemical Reactor for Optimum Batch and Flow Chemistry,10.1002/cptc.201900203,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Open-source 3D printed reactors for reproducible batch and continuous-flow photon-induced chemistry: design and characterization,10.1039/d4re00081a,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Automated stopped-flow library synthesis for rapid optimisation and machine learning directed experimentation,10.1039/d2sc03016k,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Flow chemistry experiments in the undergraduate teaching laboratory: synthesis of diazo dyes and disulfides,10.1007/s41981-020-00118-1,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
A pressure-tolerant polymer microfluidic device fabricated by the simultaneous solidification-bonding method and flash chemistry application,10.1039/c4lc00560k,Yes,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
A Convergent Continuous Multistep Process for the Preparation of C<sub>4</sub>-Oxime-Substituted Thiazoles,10.1021/acs.oprd.8b00095,No,paper_results_flow_chemistry_reactor_design_20260325_144321.xlsx
Continuous <i>N</i>‐Hydroxyphthalimide (NHPI)‐Mediated Electrochemical Aerobic Oxidation of Benzylic C−H Bonds,10.1002/chem.201802588,Yes,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Synthesis of Monodisperse Chitosan Nanoparticles and in Situ Drug Loading Using Active Microreactor,10.1021/acsami.5b05100,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
"A General, One-Step Synthesis of Substituted Indazoles using a Flow Reactor",10.1021/op100288t,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Student-Fabricated Microfluidic Devices as Flow Reactors for Organic and Inorganic Synthesis,10.1021/ed5005307,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Micro reactor and flow chemistry for industrial applications in drug discovery and development,10.1515/gps-2012-0008,Yes,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Continuous Flow Organophosphorus Chemistry,10.1002/ejoc.202000430,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Scaling-up of carbon dots hydrothermal synthesis from sugars in a continuous flow microreactor system for biomedical application as <i>in vitro</i> antimicrobial drug nanocarrier,10.1080/14686996.2023.2260298,Yes,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Flow chemistry as green technology for the genesis and use of organometallic reagents in the synthesis of key building blocks and APIs – An update,10.1016/j.tgchem.2023.100015,Yes,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Continuous‐Flow Amide and Ester Reductions Using Neat Borane Dimethylsulfide Complex,10.1002/cssc.201903459,Yes,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
From Immobilization to Catalyst Use: A Complete Continuous‐Flow Approach Towards the Use of Immobilized Organocatalysts,10.1002/cctc.201901129,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Scale-Up of Diazonium Salts and Azides in a Three-Step Continuous Flow Sequence,10.1021/acs.oprd.2c00016,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Lipase‐catalyzed synthesis of secondary glucose esters under continuous flow conditions,10.1002/ejlt.201200321,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Application of Continuous Flow Micromixing Reactor Technology for Synthesis of Benzimidazole Drugs,10.1021/op300325f,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Typical Cases of Continuous Flow Chemistry in Pharmaceutical Synthesis in 2023–2024,10.1002/ajoc.202500132,Yes,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Vesicle-based artificial cells as chemical microreactors with spatially segregated reaction pathways,10.1038/ncomms6305,Yes,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
"Synthesis of Organic Compounds Using Polymer-Supported Reagents, Catalysts, and/or Scavengers in Benchtop Flow Systems",10.1021/ie040285e,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Evaluating the Impact of a Decade of Funding from the Green Chemistry Institute Pharmaceutical Roundtable,10.1021/acs.oprd.8b00237,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
On the Potential of Organic Solvent Nanofiltration in Continuous Heck Coupling Reactions,10.1021/op400073p,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Evaluating the Green Credentials of Flow Chemistry towards Industrial Applications,10.1055/a-1541-1761,Yes,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Continuous Flow and Microwave‐Assisted Vorbrüggen Glycosylations: Historical Perspective to High‐Throughput Strategies,10.1002/ajoc.201402119,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
Synthesis of Poly(ϵ-caprolactone) Microreactors from Freeze-Dried Microspheres,10.1080/03602559.2012.700359,No,paper_results_flow_chemistry_review_pharmaceutical_synthesis_20260325_150927.xlsx
CO Oxidation on Pt(110): Scanning Tunneling Microscopy Inside a High-Pressure Flow Reactor,10.1103/physrevlett.89.046101,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Fast oxidation of sulfur dioxide by hydrogen peroxide in deliquesced aerosol particles,10.1073/pnas.1916401117,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Immobilized Transition Metals as Catalysts for Cross‐Couplings in Continuous Flow—A Critical Assessment of the Reaction Mechanism and Metal Leaching,10.1002/cctc.201402483,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Continuous Heterogeneous Photocatalysis in Serial Micro‐Batch Reactors,10.1002/anie.201712568,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Pickering Emulsion-Derived Liquid–Solid Hybrid Catalyst for Bridging Homogeneous and Heterogeneous Catalysis,10.1021/jacs.8b11860,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Mechanistic Insights into Copper(I)‐Catalyzed Azide‐Alkyne Cycloadditions using Continuous Flow Conditions,10.1002/adsc.200900726,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Water Is the Oxygen Source for Methanol Produced in Partial Oxidation of Methane in a Flow Reactor over Cu-SSZ-13,10.1021/jacs.0c03283,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Nanocatalysis in continuous flow: supported iron oxide nanoparticles for the heterogeneous aerobic oxidation of benzyl alcohol,10.1039/c3gc40307f,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Palladium-Catalyzed Suzuki–Miyaura Cross-Coupling in Continuous Flow,10.3390/catal7050146,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Heterogeneous catalysis with continuous flow microreactors,10.1039/c2cy20260c,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
"Highly Efficient 1,4‐Addition of Aldehydes to Nitroolefins: Organocatalysis in Continuous Flow by Solid‐Supported Peptidic Catalysts",10.1002/cssc.201100332,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Enzyme-based biohybrid foams designed for continuous flow heterogeneous catalysis and biodiesel production,10.1039/c1ee01295a,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Metal organic frameworks as solid catalysts for liquid-phase continuous flow reactions,10.1039/c9cc07953j,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Continuous-Flow Processes in Heterogeneously Catalyzed Transformations of Biomass Derivatives into Fuels and Chemicals,10.3390/challe3020114,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
"A continuous flow process for the production of 2,5-dimethylfuran from fructose using (non-noble metal based) heterogeneous catalysis",10.1039/c7gc01055a,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Continuous Flow Sonogashira C–C Coupling Using a Heterogeneous Palladium–Copper Dual Reactor,10.1021/ol303046e,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Development of a continuous-flow tubular reactor for synthesis of 5-hydroxymethylfurfural from fructose using heterogeneous solid acid catalysts in biphasic reaction medium,10.1039/d0nj05978a,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Parallel array of nanochannels grafted with polymer-brushes-stabilized Au nanoparticles for flow-through catalysis,10.1039/c3nr03901c,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
"Sonochemical preparation of alumina-spheres loaded with Pd nanoparticles for 2-butyne-1,4-diol semi-hydrogenation in a continuous flow microwave reactor",10.1039/c8ra00331a,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Hierarchical silica monoliths with submicron macropores as continuous-flow microreactors for reaction kinetic and mechanistic studies in heterogeneous catalysis,10.1039/c8re00037a,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Heterogeneous Catalysts “on the Move”: Flow Chemistry with Fluid Immobilised (Bio)Catalysts,10.1002/ejoc.202000705,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
MOF-based heterogeneous catalysis in continuous flow <i>via</i> incorporation onto polymer-based spherical activated carbon supports,10.1039/d3nr03634k,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
N-Doped carbon as a solid base catalyst for continuous flow Knoevenagel condensation,10.1039/d1re00016k,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Liquid-phase Catalytic Continuous-Flow Aromatic Nitration Reactions with Conc. HNO<sub>3</sub> on Modified Mixed-Metal Oxide Composites as High-Yielding Solid Acid Catalysts,10.1021/acssuschemeng.2c04616,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Heterogeneous Pd catalysts as emulsifiers in Pickering emulsions for integrated multistep synthesis in flow chemistry,10.3762/bjoc.14.52,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Sustainable synthesis of L-phenylalanine derivatives in continuous flow by immobilized phenylalanine ammonia lyase,10.3389/fctls.2023.1147205,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
A Telescoped Photo-/Organo-Catalyzed Cross Dehydrogenative Coupling (CDC) between Glycine Derivatives and Ketones to Afford Nonproteinogenic Amino Acids (NPAAs) Enabled by Heterogeneous Continuous Flow Catalysis,10.1021/acssuschemeng.4c05931,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Heterogeneous metallaphotoredox catalysis in a continuous-flow packed-bed reactor,10.3762/bjoc.18.115,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Continuous Hydrogenation: Triphasic System Optimization at Kilo Lab Scale Using a Slurry Solution,10.3389/fceng.2021.701910,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
“On‐The‐Fly” Synthesis of Self‐Supported LDH Hollow Structures Through Controlled Microfluidic Reaction‐Diffusion Conditions,10.1002/smll.202307621,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Heterogeneous Catalysis under Continuous Flow Conditions,10.2174/0113852728268688230921105908,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Oxidation of Alcohols in Continuous Flow with a Solid Phase Hypervalent Iodine Catalyst,10.1002/chem.202304011,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Evaluation of Heterogeneous Catalytic Ozonation Process for the Removal of Micropollutants from Water/Wastewater: Application of a Novel Pilot-Scale Continuous Flow System,10.3390/catal13050899,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
NMR Imaging of Catalytic Hydrogenation in Microreactors with the Use of para-Hydrogen,10.1126/science.1151787,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Environmentally Friendly Synthesis of γ-Valerolactone by Direct Catalytic Conversion of Renewable Sources,10.1021/cs501922e,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Addressing the quantitative conversion bottleneck in single-atom catalysis,10.1038/s41467-022-30551-w,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Heterogeneous catalysis in an oscillatory baffled flow reactor,10.1039/c3cy00282a,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Electrochemically Responsive Heterogeneous Catalysis for Controlling Reaction Kinetics,10.1021/ja512224g,No,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Liquid phase aromatization of bio-based ketones over a stable solid acid catalyst under batch and continuous flow conditions,10.1016/j.catcom.2022.106402,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Palladium nanoparticle deposition on spherical carbon supports for heterogeneous catalysis in continuous flow,10.1039/d3cy01718d,Yes,paper_results_heterogeneous_catalysis_continuous_flow_20260325_145523.xlsx
Chemical Amplification: Continuous-Flow PCR on a Chip,10.1126/science.280.5366.1046,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
The reaction kinetics of dimethyl ether. I: High-temperature pyrolysis and oxidation in flow reactors,10.1002/1097-4601(2000)32:12<713::aid-kin1>3.0.co;2-9,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
High-Temperature Microfluidic Synthesis of CdSe Nanocrystals in Nanoliter Droplets,10.1021/ja051381p,Yes,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Reaction Kinetics of Amino Acid Decomposition in High-Temperature and High-Pressure Water,10.1021/ie020733n,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Continuous Production of Cu<sub>2</sub>ZnSnS<sub>4</sub> Nanocrystals in a Flow Reactor,10.1021/ja209688a,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
A Microfabricated Gas–Liquid Segmented Flow Reactor for High‐Temperature Synthesis: The Case of CdSe Quantum Dots,10.1002/ange.200500792,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Access to small size distributions of nanoparticles by microwave-assisted synthesis. Formation of Ag nanoparticles in aqueous carboxymethylcellulose solutions in batch and continuous-flow reactors,10.1039/c0nr00141d,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Production of hydrogen and carbon black by methane decomposition using DC-RF hybrid thermal plasmas,10.1109/tps.2005.844526,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Radiation-Induced Bladder Tumors,10.1016/s0022-5347(17)57880-5,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
The preparation of a series of nitrostilbene ester compounds using micro reactor technology,10.1039/b006728h,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
A Continuous-Flow Microwave Reactor for Conducting High-Temperature and High-Pressure Chemical Reactions,10.1021/op400026g,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
External Trapping of Halomethyllithium Enabled by Flow Microreactors,10.1002/adsc.201400747,Yes,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
